index,단어,pt
2733,통로,0.0
2734,통신,0.0
2735,통역,0.0
2736,통일,0.0
2737,통장,0.0
2738,통제,0.0
2739,통증,0.0
2740,통합,0.0
2741,통화,0.0
2742,퇴근,0.0
2743,퇴원,0.0
2744,퇴직금,0.0
2745,투자,0.0
2746,투표,0.0
2747,튀김,0.0
2748,트럭,0.0
2749,특급,0.0
2750,특별,0.0
2751,특성,0.0
2752,특수,0.0
2753,특수성,0.0
2754,특징,0.0
2755,티브이,0.0
2756,티셔츠,0.0
2757,파도,0.0
2758,파란색,0.0
2759,파리,0.0
2760,파일,0.0
2761,파출소,0.0
2762,파티,0.0
2763,판결,0.0
2764,판단,0.0
2765,판매,0.0
2766,판사,0.0
2767,팔월,0.0
2768,팝송,0.0
2769,패션,0.0
2770,팩스,0.0
2771,팩시밀리,0.0
2772,팬티,0.0
2773,페인트,0.0
2774,편견,0.0
2775,편의,0.0
2776,편의점,0.0
2777,편지,0.0
2778,평가,0.0
2779,평균,0.0
2780,평상시,0.0
2781,평생,0.0
2782,평소,0.0
2783,평일,0.0
2784,평화,0.0
2785,폐지,0.0
2786,포도,0.0
2787,포도주,0.0
2788,포스터,0.0
2789,포인트,0.0
2790,포장,0.0
2791,포장마차,0.0
2792,포크,0.0
2793,포함,0.0
2794,폭력,0.0
2795,표면,0.0
2796,표시,0.0
2797,표정,0.0
2798,표준,0.0
2799,표현,0.0
2800,품목,0.0
2801,품질,0.0
2802,풍경,0.0
2803,풍속,0.0
2804,풍습,0.0
2805,프로,0.0
2806,프로그램,0.0
2807,프린터,0.0
2808,플라스틱,0.0
2809,피곤,0.0
2810,피디,0.0
2811,피로,0.0
2812,피망,0.0
2813,피부,0.0
2814,피시,0.0
2815,피아노,0.0
2816,피자,0.0
2817,피해,0.0
2818,피해자,0.0
2819,필름,0.0
2820,필수,0.0
2821,필수적,0.0
2822,필연적,0.0
2823,필요,0.0
2824,필요성,0.0
2825,필자,0.0
2826,필통,0.0
2827,핑계,0.0
2828,하나,0.0
2829,하나님,0.0
2830,하나하나,0.0
2831,하느님,0.0
2832,하늘,0.0
2833,하드웨어,0.0
2834,하루,0.0
2835,하룻밤,0.0
2836,하반기,0.0
2837,하숙집,0.0
2838,하순,0.0
2839,하얀색,0.0
2840,하천,0.0
2841,하품,0.0
2842,학과,0.0
2843,학교,0.0
2844,학교생활,0.0
2845,학급,0.0
2846,학기,0.0
2847,학년,0.0
2848,학력,0.0
2849,학번,0.0
2850,학부모,0.0
2851,학비,0.0
2852,학생,0.0
2853,학생증,0.0
2854,학술,0.0
2855,학습,0.0
2856,학용품,0.0
2857,학원,0.0
2858,학위,0.0
2859,학자,0.0
2860,학점,0.0
2861,한가운데,0.0
2862,한겨울,0.0
2863,한계,0.0
2864,한구석,0.0
2865,한국말,0.0
2866,한국어,0.0
2867,한국적,0.0
2868,한글,0.0
2869,한글날,0.0
2870,한낮,0.0
2871,한눈,0.0
2872,한동안,0.0
2873,한때,0.0
2874,한마디,0.0
2875,한문,0.0
2876,한밤중,0.0
2877,한번,0.0
2878,한복,0.0
2879,한순간,0.0
2880,한숨,0.0
2881,한식,0.0
2882,한여름,0.0
2883,한자,0.0
2884,한잔,0.0
2885,한쪽,0.0
2886,한참,0.0
2887,한편,0.0
2888,한평생,0.0
2889,할머니,0.0
2890,할아버지,0.0
2891,할인,0.0
2892,합격,0.0
2893,합리적,0.0
2894,항공,0.0
2895,항공기,0.0
2896,항구,0.0
2897,항의,0.0
2898,해결,0.0
2899,해군,0.0
2900,해답,0.0
2901,해당,0.0
2902,해물,0.0
2903,해석,0.0
2904,해설,0.0
2905,해소,0.0
2906,해수욕장,0.0
2907,해안,0.0
2908,해외,0.0
2909,해외여행,0.0
2910,핵심,0.0
2911,핸드백,0.0
2912,핸드폰,0.0
2913,햄버거,0.0
2914,햇볕,0.0
2915,햇빛,0.0
2916,햇살,0.0
2917,행동,0.0
2918,행복,0.0
2919,행사,0.0
2920,행운,0.0
2921,행위,0.0
2922,향기,0.0
2923,향상,0.0
2924,향수,0.0
2925,허가,0.0
2926,허락,0.0
2927,허리,0.0
2928,허용,0.0
2929,헬기,0.0
2930,현관,0.0
2931,현관문,0.0
2932,현금,0.0
2933,현대,0.0
2934,현대인,0.0
2935,현대적,0.0
2936,현상,0.0
2937,현실,0.0
2938,현실적,0.0
2939,현장,0.0
2940,현재,0.0
2941,현지,0.0
2942,혈액,0.0
2943,협력,0.0
2944,형님,0.0
2945,형부,0.0
2946,형사,0.0
2947,형성,0.0
2948,형수,0.0
2949,형식,0.0
2950,형식적,0.0
2951,형제,0.0
2952,형태,0.0
2953,형편,0.0
2954,혜택,0.0
2955,호기심,0.0
2956,호남,0.0
2957,호랑이,0.0
2958,호박,0.0
2959,호수,0.0
2960,호실,0.0
2961,호주머니,0.0
2962,호텔,0.0
2963,호흡,0.0
2964,혼자,0.0
2965,혼잣말,0.0
2966,홈페이지,0.0
2967,홍보,0.0
2968,홍수,0.0
2969,홍차,0.0
2970,화가,0.0
2971,화면,0.0
2972,화분,0.0
2973,화살,0.0
2974,화요일,0.0
2975,화장,0.0
2976,화장실,0.0
2977,화장지,0.0
2978,화장품,0.0
2979,화재,0.0
2980,화제,0.0
2981,화학,0.0
2982,확보,0.0
2983,확신,0.0
2984,확인,0.0
2985,확장,0.0
2986,확정,0.0
2987,환갑,0.0
2988,환경,0.0
2989,환경오염,0.0
2990,환영,0.0
2991,환율,0.0
2992,환자,0.0
2993,활기,0.0
2994,활동,0.0
2995,활용,0.0
2996,회견,0.0
2997,회관,0.0
2998,회복,0.0
2999,회사,0.0
3000,회색,0.0
3001,회원,0.0
3002,회의,0.0
3003,회장,0.0
3004,회전,0.0
3005,회화,0.0
3006,횟수,0.0
3007,횡단보도,0.0
3008,효과,0.0
3009,효과적,0.0
3010,효도,0.0
3011,효율적,0.0
3012,효자,0.0
3013,후기,0.0
3014,후반,0.0
3015,후배,0.0
3016,후보,0.0
3017,후춧가루,0.0
3018,후회,0.0
3019,훈련,0.0
3020,휴가,0.0
3021,휴식,0.0
3022,휴일,0.0
3023,휴지,0.0
3024,휴지통,0.0
3025,흉내,0.0
3026,흐름,0.0
3027,흑백,0.0
3028,흑인,0.0
3029,흔적,0.0
3030,흥미,0.0
3031,흥분,0.0
3032,희곡,0.0
3033,희망,0.0
3034,희생,0.0
3035,흰색,0.0
